send;False;LEQ0440310@homematic-RF.rasp-hmc;setDeviceChannelValue;('LEQ0440310@homematic-RF.rasp-hmc', '1:temperature', 22.8)
send;False;LEQ0440310@homematic-RF.rasp-hmc;setDeviceChannelValue;('LEQ0440310@homematic-RF.rasp-hmc', '1:humidity', 36)
send;False;LEQ1283201@homematic-RF.rasp-hmc;setDeviceChannelValue;('LEQ1283201@homematic-RF.rasp-hmc', '1:temperature', 20.6)
send;False;LEQ1283201@homematic-RF.rasp-hmc;setDeviceChannelValue;('LEQ1283201@homematic-RF.rasp-hmc', '1:humidity', 40)
send;False;OEQ1670417@homematic-RF.rasp-hmc;setDeviceChannelValue;('OEQ1670417@homematic-RF.rasp-hmc', '2:actual_temperature', 20.2)
send;False;OEQ1670417@homematic-RF.rasp-hmc;setDeviceChannelValue;('OEQ1670417@homematic-RF.rasp-hmc', '2:actual_humidity', 41.0)
send;False;OEQ1670417@homematic-RF.rasp-hmc;setDeviceChannelValue;('OEQ1670417@homematic-RF.rasp-hmc', '2:set_temperature', 17.0)
send;False;MEQ0180734@homematic-RF.rasp-hmc;setDeviceChannelValue;('MEQ0180734@homematic-RF.rasp-hmc', '2:actual_temperature', 19.4)
send;False;MEQ0180734@homematic-RF.rasp-hmc;setDeviceChannelValue;('MEQ0180734@homematic-RF.rasp-hmc', '2:actual_humidity', 46.0)
send;False;MEQ0180734@homematic-RF.rasp-hmc;setDeviceChannelValue;('MEQ0180734@homematic-RF.rasp-hmc', '2:set_temperature', 17.0)
send;False;KEQ0181992@homematic-WIR.rasp-hmc;setDeviceChannelValue;('KEQ0181992@homematic-WIR.rasp-hmc', '21:value', 327.0)
send;False;OEQ1670417@homematic-RF.rasp-hmc;setDeviceChannelValue;('OEQ1670417@homematic-RF.rasp-hmc', '1:temperature', 20.2)
send;False;OEQ1670417@homematic-RF.rasp-hmc;setDeviceChannelValue;('OEQ1670417@homematic-RF.rasp-hmc', '1:humidity', 41)
send;False;MEQ0180734@homematic-RF.rasp-hmc;setDeviceChannelValue;('MEQ0180734@homematic-RF.rasp-hmc', '1:temperature', 19.4)
send;False;MEQ0180734@homematic-RF.rasp-hmc;setDeviceChannelValue;('MEQ0180734@homematic-RF.rasp-hmc', '1:humidity', 46)
send;False;LEQ0000430@homematic-RF.rasp-hmc;setDeviceChannelValue;('LEQ0000430@homematic-RF.rasp-hmc', '2:actual_temperature', 23.7)
send;False;LEQ0000430@homematic-RF.rasp-hmc;setDeviceChannelValue;('LEQ0000430@homematic-RF.rasp-hmc', '2:actual_humidity', 28.0)
send;False;LEQ0000430@homematic-RF.rasp-hmc;setDeviceChannelValue;('LEQ0000430@homematic-RF.rasp-hmc', '2:set_temperature', 22.0)
send;False;LEQ0000430@homematic-RF.rasp-hmc;setDeviceChannelValue;('LEQ0000430@homematic-RF.rasp-hmc', '1:temperature', 23.7)
send;False;LEQ0000430@homematic-RF.rasp-hmc;setDeviceChannelValue;('LEQ0000430@homematic-RF.rasp-hmc', '1:humidity', 28)
send;False;KEQ0181992@homematic-WIR.rasp-hmc;setDeviceChannelValue;('KEQ0181992@homematic-WIR.rasp-hmc', '21:value', 328.0)
send;False;KEQ0181992@homematic-WIR.rasp-hmc;setDeviceChannelValue;('KEQ0181992@homematic-WIR.rasp-hmc', '21:value', 328.0)
block;False;28-0315911b36ff@onewire.rasp-heizung;setDeviceChannelValue;('28-0315911b36ff@onewire.rasp-heizung', 'temperature', 48.75)
block;False;28-011591363eff@onewire.rasp-heizung;setDeviceChannelValue;('28-011591363eff@onewire.rasp-heizung', 'temperature', 39.25)
