block;False;KEQ0181992@homematic-WIR.rasp-hmc;setDeviceChannelValue;('KEQ0181992@homematic-WIR.rasp-hmc', '21:value', 326.0)
block;False;LEQ0440310@homematic-RF.rasp-hmc;setDeviceChannelValue;('LEQ0440310@homematic-RF.rasp-hmc', '1:temperature', 22.8)
block;False;LEQ0440310@homematic-RF.rasp-hmc;setDeviceChannelValue;('LEQ0440310@homematic-RF.rasp-hmc', '1:humidity', 36)
block;False;LEQ1283201@homematic-RF.rasp-hmc;setDeviceChannelValue;('LEQ1283201@homematic-RF.rasp-hmc', '1:temperature', 20.6)
block;False;LEQ1283201@homematic-RF.rasp-hmc;setDeviceChannelValue;('LEQ1283201@homematic-RF.rasp-hmc', '1:humidity', 40)
block;False;OEQ1670417@homematic-RF.rasp-hmc;setDeviceChannelValue;('OEQ1670417@homematic-RF.rasp-hmc', '2:actual_temperature', 20.2)
block;False;OEQ1670417@homematic-RF.rasp-hmc;setDeviceChannelValue;('OEQ1670417@homematic-RF.rasp-hmc', '2:actual_humidity', 41.0)
block;False;OEQ1670417@homematic-RF.rasp-hmc;setDeviceChannelValue;('OEQ1670417@homematic-RF.rasp-hmc', '2:set_temperature', 17.0)
block;False;MEQ0180734@homematic-RF.rasp-hmc;setDeviceChannelValue;('MEQ0180734@homematic-RF.rasp-hmc', '2:actual_temperature', 19.4)
block;False;MEQ0180734@homematic-RF.rasp-hmc;setDeviceChannelValue;('MEQ0180734@homematic-RF.rasp-hmc', '2:actual_humidity', 46.0)
block;False;MEQ0180734@homematic-RF.rasp-hmc;setDeviceChannelValue;('MEQ0180734@homematic-RF.rasp-hmc', '2:set_temperature', 17.0)
block;False;KEQ0181992@homematic-WIR.rasp-hmc;setDeviceChannelValue;('KEQ0181992@homematic-WIR.rasp-hmc', '21:value', 327.0)
block;False;OEQ1670417@homematic-RF.rasp-hmc;setDeviceChannelValue;('OEQ1670417@homematic-RF.rasp-hmc', '1:temperature', 20.2)
block;False;OEQ1670417@homematic-RF.rasp-hmc;setDeviceChannelValue;('OEQ1670417@homematic-RF.rasp-hmc', '1:humidity', 41)
block;False;MEQ0180734@homematic-RF.rasp-hmc;setDeviceChannelValue;('MEQ0180734@homematic-RF.rasp-hmc', '1:temperature', 19.4)
block;False;MEQ0180734@homematic-RF.rasp-hmc;setDeviceChannelValue;('MEQ0180734@homematic-RF.rasp-hmc', '1:humidity', 46)
block;False;LEQ0000430@homematic-RF.rasp-hmc;setDeviceChannelValue;('LEQ0000430@homematic-RF.rasp-hmc', '2:actual_temperature', 23.7)
block;False;LEQ0000430@homematic-RF.rasp-hmc;setDeviceChannelValue;('LEQ0000430@homematic-RF.rasp-hmc', '2:actual_humidity', 28.0)
block;False;LEQ0000430@homematic-RF.rasp-hmc;setDeviceChannelValue;('LEQ0000430@homematic-RF.rasp-hmc', '2:set_temperature', 22.0)
block;False;LEQ0000430@homematic-RF.rasp-hmc;setDeviceChannelValue;('LEQ0000430@homematic-RF.rasp-hmc', '1:temperature', 23.7)
block;False;LEQ0000430@homematic-RF.rasp-hmc;setDeviceChannelValue;('LEQ0000430@homematic-RF.rasp-hmc', '1:humidity', 28)
block;False;KEQ0181992@homematic-WIR.rasp-hmc;setDeviceChannelValue;('KEQ0181992@homematic-WIR.rasp-hmc', '21:value', 328.0)
block;False;KEQ0181992@homematic-WIR.rasp-hmc;setDeviceChannelValue;('KEQ0181992@homematic-WIR.rasp-hmc', '21:value', 328.0)
send;False;28-0315911b36ff@onewire.rasp-heizung;setDeviceChannelValue;('28-0315911b36ff@onewire.rasp-heizung', 'temperature', 48.75)
send;False;28-011591363eff@onewire.rasp-heizung;setDeviceChannelValue;('28-011591363eff@onewire.rasp-heizung', 'temperature', 39.25)
block;False;KEQ0181992@homematic-WIR.rasp-hmc;setDeviceChannelValue;('KEQ0181992@homematic-WIR.rasp-hmc', '21:value', 327.0)
block;False;LEQ1283509@homematic-RF.rasp-hmc;setDeviceChannelValue;('LEQ1283509@homematic-RF.rasp-hmc', '2:actual_temperature', 19.1)
block;False;LEQ1283509@homematic-RF.rasp-hmc;setDeviceChannelValue;('LEQ1283509@homematic-RF.rasp-hmc', '2:actual_humidity', 44.0)
block;False;LEQ1283509@homematic-RF.rasp-hmc;setDeviceChannelValue;('LEQ1283509@homematic-RF.rasp-hmc', '2:set_temperature', 18.0)
block;False;KEQ0514827@homematic-RF.rasp-hmc;setDeviceChannelValue;('KEQ0514827@homematic-RF.rasp-hmc', '4:control_mode', 0)
block;False;KEQ0514827@homematic-RF.rasp-hmc;setDeviceChannelValue;('KEQ0514827@homematic-RF.rasp-hmc', '4:fault_reporting', 0)
block;False;KEQ0514827@homematic-RF.rasp-hmc;setDeviceChannelValue;('KEQ0514827@homematic-RF.rasp-hmc', '4:battery_state', 2.9)
